fecha,año,mes,dia,nombre_mes,nombre_dia_semana,trimestre,semana_del_año,es_evento
2019-05-31,2019,5,31,May,Friday,2,22,0
2019-06-01,2019,6,1,June,Saturday,2,22,0
2019-06-02,2019,6,2,June,Sunday,2,22,0
2019-06-03,2019,6,3,June,Monday,2,23,0
2019-06-04,2019,6,4,June,Tuesday,2,23,0
2019-06-05,2019,6,5,June,Wednesday,2,23,0
2019-06-06,2019,6,6,June,Thursday,2,23,0
2019-06-07,2019,6,7,June,Friday,2,23,0
2019-06-08,2019,6,8,June,Saturday,2,23,0
2019-06-09,2019,6,9,June,Sunday,2,23,0
2019-06-10,2019,6,10,June,Monday,2,24,0
2019-06-11,2019,6,11,June,Tuesday,2,24,0
2019-06-12,2019,6,12,June,Wednesday,2,24,0
2019-06-13,2019,6,13,June,Thursday,2,24,0
2019-06-14,2019,6,14,June,Friday,2,24,0
2019-06-15,2019,6,15,June,Saturday,2,24,0
2019-06-16,2019,6,16,June,Sunday,2,24,0
2019-06-17,2019,6,17,June,Monday,2,25,0
2019-06-18,2019,6,18,June,Tuesday,2,25,0
2019-06-19,2019,6,19,June,Wednesday,2,25,0
2019-06-20,2019,6,20,June,Thursday,2,25,0
2019-06-21,2019,6,21,June,Friday,2,25,0
2019-06-22,2019,6,22,June,Saturday,2,25,0
2019-06-23,2019,6,23,June,Sunday,2,25,0
2019-06-24,2019,6,24,June,Monday,2,26,0
2019-06-25,2019,6,25,June,Tuesday,2,26,0
2019-06-26,2019,6,26,June,Wednesday,2,26,0
2019-06-27,2019,6,27,June,Thursday,2,26,0
2019-06-28,2019,6,28,June,Friday,2,26,0
2019-06-29,2019,6,29,June,Saturday,2,26,0
2019-06-30,2019,6,30,June,Sunday,2,26,0
2019-07-01,2019,7,1,July,Monday,3,27,0
2019-07-02,2019,7,2,July,Tuesday,3,27,0
2019-07-03,2019,7,3,July,Wednesday,3,27,0
2019-07-04,2019,7,4,July,Thursday,3,27,0
2019-07-05,2019,7,5,July,Friday,3,27,0
2019-07-06,2019,7,6,July,Saturday,3,27,0
2019-07-07,2019,7,7,July,Sunday,3,27,0
2019-07-08,2019,7,8,July,Monday,3,28,0
2019-07-09,2019,7,9,July,Tuesday,3,28,0
2019-07-10,2019,7,10,July,Wednesday,3,28,0
2019-07-11,2019,7,11,July,Thursday,3,28,0
2019-07-12,2019,7,12,July,Friday,3,28,0
2019-07-13,2019,7,13,July,Saturday,3,28,0
2019-07-14,2019,7,14,July,Sunday,3,28,0
2019-07-15,2019,7,15,July,Monday,3,29,0
2019-07-16,2019,7,16,July,Tuesday,3,29,0
2019-07-17,2019,7,17,July,Wednesday,3,29,0
2019-07-18,2019,7,18,July,Thursday,3,29,0
2019-07-19,2019,7,19,July,Friday,3,29,0
2019-07-20,2019,7,20,July,Saturday,3,29,0
2019-07-21,2019,7,21,July,Sunday,3,29,0
2019-07-22,2019,7,22,July,Monday,3,30,0
2019-07-23,2019,7,23,July,Tuesday,3,30,0
2019-07-24,2019,7,24,July,Wednesday,3,30,0
2019-07-25,2019,7,25,July,Thursday,3,30,0
2019-07-26,2019,7,26,July,Friday,3,30,0
2019-07-27,2019,7,27,July,Saturday,3,30,0
2019-07-28,2019,7,28,July,Sunday,3,30,0
2019-07-29,2019,7,29,July,Monday,3,31,0
2019-07-30,2019,7,30,July,Tuesday,3,31,0
2019-07-31,2019,7,31,July,Wednesday,3,31,0
2019-08-01,2019,8,1,August,Thursday,3,31,0
2019-08-02,2019,8,2,August,Friday,3,31,0
2019-08-03,2019,8,3,August,Saturday,3,31,0
2019-08-04,2019,8,4,August,Sunday,3,31,0
2019-08-05,2019,8,5,August,Monday,3,32,0
2019-08-06,2019,8,6,August,Tuesday,3,32,0
2019-08-07,2019,8,7,August,Wednesday,3,32,0
2019-08-08,2019,8,8,August,Thursday,3,32,0
2019-08-09,2019,8,9,August,Friday,3,32,0
2019-08-10,2019,8,10,August,Saturday,3,32,0
2019-08-11,2019,8,11,August,Sunday,3,32,0
2019-08-12,2019,8,12,August,Monday,3,33,0
2019-08-13,2019,8,13,August,Tuesday,3,33,0
2019-08-14,2019,8,14,August,Wednesday,3,33,0
2019-08-15,2019,8,15,August,Thursday,3,33,0
2019-08-16,2019,8,16,August,Friday,3,33,0
2019-08-17,2019,8,17,August,Saturday,3,33,0
2019-08-18,2019,8,18,August,Sunday,3,33,0
2019-08-19,2019,8,19,August,Monday,3,34,0
2019-08-20,2019,8,20,August,Tuesday,3,34,0
2019-08-21,2019,8,21,August,Wednesday,3,34,0
2019-08-22,2019,8,22,August,Thursday,3,34,0
2019-08-23,2019,8,23,August,Friday,3,34,0
2019-08-24,2019,8,24,August,Saturday,3,34,0
2019-08-25,2019,8,25,August,Sunday,3,34,0
2019-08-26,2019,8,26,August,Monday,3,35,0
2019-08-27,2019,8,27,August,Tuesday,3,35,0
2019-08-28,2019,8,28,August,Wednesday,3,35,0
2019-08-29,2019,8,29,August,Thursday,3,35,0
2019-08-30,2019,8,30,August,Friday,3,35,0
2019-08-31,2019,8,31,August,Saturday,3,35,0
2019-09-01,2019,9,1,September,Sunday,3,35,0
2019-09-02,2019,9,2,September,Monday,3,36,0
2019-09-03,2019,9,3,September,Tuesday,3,36,0
2019-09-04,2019,9,4,September,Wednesday,3,36,0
2019-09-05,2019,9,5,September,Thursday,3,36,0
2019-09-06,2019,9,6,September,Friday,3,36,0
2019-09-07,2019,9,7,September,Saturday,3,36,0
2019-09-08,2019,9,8,September,Sunday,3,36,0
2019-09-09,2019,9,9,September,Monday,3,37,0
2019-09-10,2019,9,10,September,Tuesday,3,37,0
2019-09-11,2019,9,11,September,Wednesday,3,37,0
2019-09-12,2019,9,12,September,Thursday,3,37,0
2019-09-13,2019,9,13,September,Friday,3,37,0
2019-09-14,2019,9,14,September,Saturday,3,37,0
2019-09-15,2019,9,15,September,Sunday,3,37,0
2019-09-16,2019,9,16,September,Monday,3,38,0
2019-09-17,2019,9,17,September,Tuesday,3,38,0
2019-09-18,2019,9,18,September,Wednesday,3,38,0
2019-09-19,2019,9,19,September,Thursday,3,38,0
2019-09-20,2019,9,20,September,Friday,3,38,0
2019-09-21,2019,9,21,September,Saturday,3,38,0
2019-09-22,2019,9,22,September,Sunday,3,38,0
2019-09-23,2019,9,23,September,Monday,3,39,0
2019-09-24,2019,9,24,September,Tuesday,3,39,0
2019-09-25,2019,9,25,September,Wednesday,3,39,0
2019-09-26,2019,9,26,September,Thursday,3,39,0
2019-09-27,2019,9,27,September,Friday,3,39,0
2019-09-28,2019,9,28,September,Saturday,3,39,0
2019-09-29,2019,9,29,September,Sunday,3,39,0
2019-09-30,2019,9,30,September,Monday,3,40,0
2019-10-01,2019,10,1,October,Tuesday,4,40,0
2019-10-02,2019,10,2,October,Wednesday,4,40,0
2019-10-03,2019,10,3,October,Thursday,4,40,0
2019-10-04,2019,10,4,October,Friday,4,40,0
2019-10-05,2019,10,5,October,Saturday,4,40,0
2019-10-06,2019,10,6,October,Sunday,4,40,0
2019-10-07,2019,10,7,October,Monday,4,41,0
2019-10-08,2019,10,8,October,Tuesday,4,41,0
2019-10-09,2019,10,9,October,Wednesday,4,41,0
2019-10-10,2019,10,10,October,Thursday,4,41,0
2019-10-11,2019,10,11,October,Friday,4,41,0
2019-10-12,2019,10,12,October,Saturday,4,41,0
2019-10-13,2019,10,13,October,Sunday,4,41,0
2019-10-14,2019,10,14,October,Monday,4,42,0
2019-10-15,2019,10,15,October,Tuesday,4,42,0
2019-10-16,2019,10,16,October,Wednesday,4,42,0
2019-10-17,2019,10,17,October,Thursday,4,42,0
2019-10-18,2019,10,18,October,Friday,4,42,0
2019-10-19,2019,10,19,October,Saturday,4,42,0
2019-10-20,2019,10,20,October,Sunday,4,42,0
2019-10-21,2019,10,21,October,Monday,4,43,0
2019-10-22,2019,10,22,October,Tuesday,4,43,0
2019-10-23,2019,10,23,October,Wednesday,4,43,0
2019-10-24,2019,10,24,October,Thursday,4,43,0
2019-10-25,2019,10,25,October,Friday,4,43,0
2019-10-26,2019,10,26,October,Saturday,4,43,0
2019-10-27,2019,10,27,October,Sunday,4,43,0
2019-10-28,2019,10,28,October,Monday,4,44,0
2019-10-29,2019,10,29,October,Tuesday,4,44,0
2019-10-30,2019,10,30,October,Wednesday,4,44,0
2019-10-31,2019,10,31,October,Thursday,4,44,0
2019-11-01,2019,11,1,November,Friday,4,44,0
2019-11-02,2019,11,2,November,Saturday,4,44,0
2019-11-03,2019,11,3,November,Sunday,4,44,0
2019-11-04,2019,11,4,November,Monday,4,45,1
2019-11-05,2019,11,5,November,Tuesday,4,45,1
2019-11-06,2019,11,6,November,Wednesday,4,45,1
2019-11-07,2019,11,7,November,Thursday,4,45,0
2019-11-08,2019,11,8,November,Friday,4,45,0
2019-11-09,2019,11,9,November,Saturday,4,45,0
2019-11-10,2019,11,10,November,Sunday,4,45,0
2019-11-11,2019,11,11,November,Monday,4,46,0
2019-11-12,2019,11,12,November,Tuesday,4,46,0
2019-11-13,2019,11,13,November,Wednesday,4,46,0
2019-11-14,2019,11,14,November,Thursday,4,46,0
2019-11-15,2019,11,15,November,Friday,4,46,0
2019-11-16,2019,11,16,November,Saturday,4,46,0
2019-11-17,2019,11,17,November,Sunday,4,46,0
2019-11-18,2019,11,18,November,Monday,4,47,0
2019-11-19,2019,11,19,November,Tuesday,4,47,0
2019-11-20,2019,11,20,November,Wednesday,4,47,0
2019-11-21,2019,11,21,November,Thursday,4,47,0
2019-11-22,2019,11,22,November,Friday,4,47,0
2019-11-23,2019,11,23,November,Saturday,4,47,0
2019-11-24,2019,11,24,November,Sunday,4,47,0
2019-11-25,2019,11,25,November,Monday,4,48,0
2019-11-26,2019,11,26,November,Tuesday,4,48,0
2019-11-27,2019,11,27,November,Wednesday,4,48,0
2019-11-28,2019,11,28,November,Thursday,4,48,0
2019-11-29,2019,11,29,November,Friday,4,48,0
2019-11-30,2019,11,30,November,Saturday,4,48,0
2019-12-01,2019,12,1,December,Sunday,4,48,0
2019-12-02,2019,12,2,December,Monday,4,49,0
2019-12-03,2019,12,3,December,Tuesday,4,49,0
2019-12-04,2019,12,4,December,Wednesday,4,49,0
2019-12-05,2019,12,5,December,Thursday,4,49,0
2019-12-06,2019,12,6,December,Friday,4,49,0
2019-12-07,2019,12,7,December,Saturday,4,49,0
2019-12-08,2019,12,8,December,Sunday,4,49,0
2019-12-09,2019,12,9,December,Monday,4,50,0
2019-12-10,2019,12,10,December,Tuesday,4,50,0
2019-12-11,2019,12,11,December,Wednesday,4,50,0
2019-12-12,2019,12,12,December,Thursday,4,50,0
2019-12-13,2019,12,13,December,Friday,4,50,0
2019-12-14,2019,12,14,December,Saturday,4,50,0
2019-12-15,2019,12,15,December,Sunday,4,50,0
2019-12-16,2019,12,16,December,Monday,4,51,0
2019-12-17,2019,12,17,December,Tuesday,4,51,0
2019-12-18,2019,12,18,December,Wednesday,4,51,0
2019-12-19,2019,12,19,December,Thursday,4,51,0
2019-12-20,2019,12,20,December,Friday,4,51,0
2019-12-21,2019,12,21,December,Saturday,4,51,0
2019-12-22,2019,12,22,December,Sunday,4,51,0
2019-12-23,2019,12,23,December,Monday,4,52,0
2019-12-24,2019,12,24,December,Tuesday,4,52,0
2019-12-25,2019,12,25,December,Wednesday,4,52,0
2019-12-26,2019,12,26,December,Thursday,4,52,0
2019-12-27,2019,12,27,December,Friday,4,52,0
2019-12-28,2019,12,28,December,Saturday,4,52,0
2019-12-29,2019,12,29,December,Sunday,4,52,0
2019-12-30,2019,12,30,December,Monday,4,1,0
2019-12-31,2019,12,31,December,Tuesday,4,1,0
2020-01-01,2020,1,1,January,Wednesday,1,1,0
2020-01-02,2020,1,2,January,Thursday,1,1,0
2020-01-03,2020,1,3,January,Friday,1,1,0
2020-01-04,2020,1,4,January,Saturday,1,1,0
2020-01-05,2020,1,5,January,Sunday,1,1,0
2020-01-06,2020,1,6,January,Monday,1,2,0
2020-01-07,2020,1,7,January,Tuesday,1,2,0
2020-01-08,2020,1,8,January,Wednesday,1,2,0
2020-01-09,2020,1,9,January,Thursday,1,2,0
2020-01-10,2020,1,10,January,Friday,1,2,0
2020-01-11,2020,1,11,January,Saturday,1,2,0
2020-01-12,2020,1,12,January,Sunday,1,2,0
2020-01-13,2020,1,13,January,Monday,1,3,0
2020-01-14,2020,1,14,January,Tuesday,1,3,0
2020-01-15,2020,1,15,January,Wednesday,1,3,0
2020-01-16,2020,1,16,January,Thursday,1,3,0
2020-01-17,2020,1,17,January,Friday,1,3,0
2020-01-18,2020,1,18,January,Saturday,1,3,0
2020-01-19,2020,1,19,January,Sunday,1,3,0
2020-01-20,2020,1,20,January,Monday,1,4,0
2020-01-21,2020,1,21,January,Tuesday,1,4,0
2020-01-22,2020,1,22,January,Wednesday,1,4,0
2020-01-23,2020,1,23,January,Thursday,1,4,0
2020-01-24,2020,1,24,January,Friday,1,4,0
2020-01-25,2020,1,25,January,Saturday,1,4,0
2020-01-26,2020,1,26,January,Sunday,1,4,0
2020-01-27,2020,1,27,January,Monday,1,5,0
2020-01-28,2020,1,28,January,Tuesday,1,5,0
2020-01-29,2020,1,29,January,Wednesday,1,5,0
2020-01-30,2020,1,30,January,Thursday,1,5,0
2020-01-31,2020,1,31,January,Friday,1,5,0
2020-02-01,2020,2,1,February,Saturday,1,5,0
2020-02-02,2020,2,2,February,Sunday,1,5,0
2020-02-03,2020,2,3,February,Monday,1,6,0
2020-02-04,2020,2,4,February,Tuesday,1,6,0
2020-02-05,2020,2,5,February,Wednesday,1,6,0
2020-02-06,2020,2,6,February,Thursday,1,6,0
2020-02-07,2020,2,7,February,Friday,1,6,0
2020-02-08,2020,2,8,February,Saturday,1,6,0
2020-02-09,2020,2,9,February,Sunday,1,6,0
2020-02-10,2020,2,10,February,Monday,1,7,0
2020-02-11,2020,2,11,February,Tuesday,1,7,0
2020-02-12,2020,2,12,February,Wednesday,1,7,0
2020-02-13,2020,2,13,February,Thursday,1,7,0
2020-02-14,2020,2,14,February,Friday,1,7,0
2020-02-15,2020,2,15,February,Saturday,1,7,0
2020-02-16,2020,2,16,February,Sunday,1,7,0
2020-02-17,2020,2,17,February,Monday,1,8,0
2020-02-18,2020,2,18,February,Tuesday,1,8,0
2020-02-19,2020,2,19,February,Wednesday,1,8,0
2020-02-20,2020,2,20,February,Thursday,1,8,0
2020-02-21,2020,2,21,February,Friday,1,8,0
2020-02-22,2020,2,22,February,Saturday,1,8,0
2020-02-23,2020,2,23,February,Sunday,1,8,0
2020-02-24,2020,2,24,February,Monday,1,9,0
2020-02-25,2020,2,25,February,Tuesday,1,9,0
2020-02-26,2020,2,26,February,Wednesday,1,9,0
2020-02-27,2020,2,27,February,Thursday,1,9,0
2020-02-28,2020,2,28,February,Friday,1,9,0
2020-02-29,2020,2,29,February,Saturday,1,9,0
2020-03-01,2020,3,1,March,Sunday,1,9,0
2020-03-02,2020,3,2,March,Monday,1,10,0
2020-03-03,2020,3,3,March,Tuesday,1,10,0
2020-03-04,2020,3,4,March,Wednesday,1,10,0
2020-03-05,2020,3,5,March,Thursday,1,10,0
2020-03-06,2020,3,6,March,Friday,1,10,0
2020-03-07,2020,3,7,March,Saturday,1,10,0
2020-03-08,2020,3,8,March,Sunday,1,10,0
2020-03-09,2020,3,9,March,Monday,1,11,0
2020-03-10,2020,3,10,March,Tuesday,1,11,0
2020-03-11,2020,3,11,March,Wednesday,1,11,0
2020-03-12,2020,3,12,March,Thursday,1,11,0
2020-03-13,2020,3,13,March,Friday,1,11,0
2020-03-14,2020,3,14,March,Saturday,1,11,0
2020-03-15,2020,3,15,March,Sunday,1,11,0
2020-03-16,2020,3,16,March,Monday,1,12,0
2020-03-17,2020,3,17,March,Tuesday,1,12,0
2020-03-18,2020,3,18,March,Wednesday,1,12,0
2020-03-19,2020,3,19,March,Thursday,1,12,0
2020-03-20,2020,3,20,March,Friday,1,12,0
2020-03-21,2020,3,21,March,Saturday,1,12,0
2020-03-22,2020,3,22,March,Sunday,1,12,0
2020-03-23,2020,3,23,March,Monday,1,13,0
2020-03-24,2020,3,24,March,Tuesday,1,13,0
2020-03-25,2020,3,25,March,Wednesday,1,13,0
2020-03-26,2020,3,26,March,Thursday,1,13,0
2020-03-27,2020,3,27,March,Friday,1,13,0
2020-03-28,2020,3,28,March,Saturday,1,13,0
2020-03-29,2020,3,29,March,Sunday,1,13,0
2020-03-30,2020,3,30,March,Monday,1,14,0
2020-03-31,2020,3,31,March,Tuesday,1,14,0
2020-04-01,2020,4,1,April,Wednesday,2,14,0
2020-04-02,2020,4,2,April,Thursday,2,14,0
2020-04-03,2020,4,3,April,Friday,2,14,0
2020-04-04,2020,4,4,April,Saturday,2,14,0
2020-04-05,2020,4,5,April,Sunday,2,14,0
2020-04-06,2020,4,6,April,Monday,2,15,0
2020-04-07,2020,4,7,April,Tuesday,2,15,0
2020-04-08,2020,4,8,April,Wednesday,2,15,0
2020-04-09,2020,4,9,April,Thursday,2,15,0
2020-04-10,2020,4,10,April,Friday,2,15,0
2020-04-11,2020,4,11,April,Saturday,2,15,0
2020-04-12,2020,4,12,April,Sunday,2,15,0
2020-04-13,2020,4,13,April,Monday,2,16,0
2020-04-14,2020,4,14,April,Tuesday,2,16,0
2020-04-15,2020,4,15,April,Wednesday,2,16,0
2020-04-16,2020,4,16,April,Thursday,2,16,0
2020-04-17,2020,4,17,April,Friday,2,16,0
2020-04-18,2020,4,18,April,Saturday,2,16,0
2020-04-19,2020,4,19,April,Sunday,2,16,0
2020-04-20,2020,4,20,April,Monday,2,17,0
2020-04-21,2020,4,21,April,Tuesday,2,17,0
2020-04-22,2020,4,22,April,Wednesday,2,17,0
2020-04-23,2020,4,23,April,Thursday,2,17,0
2020-04-24,2020,4,24,April,Friday,2,17,0
2020-04-25,2020,4,25,April,Saturday,2,17,0
2020-04-26,2020,4,26,April,Sunday,2,17,0
2020-04-27,2020,4,27,April,Monday,2,18,0
2020-04-28,2020,4,28,April,Tuesday,2,18,0
2020-04-29,2020,4,29,April,Wednesday,2,18,0
2020-04-30,2020,4,30,April,Thursday,2,18,0
2020-05-01,2020,5,1,May,Friday,2,18,0
2020-05-02,2020,5,2,May,Saturday,2,18,0
2020-05-03,2020,5,3,May,Sunday,2,18,0
2020-05-04,2020,5,4,May,Monday,2,19,0
2020-05-05,2020,5,5,May,Tuesday,2,19,0
2020-05-06,2020,5,6,May,Wednesday,2,19,0
2020-05-07,2020,5,7,May,Thursday,2,19,0
2020-05-08,2020,5,8,May,Friday,2,19,0
2020-05-09,2020,5,9,May,Saturday,2,19,0
2020-05-10,2020,5,10,May,Sunday,2,19,0
2020-05-11,2020,5,11,May,Monday,2,20,1
2020-05-12,2020,5,12,May,Tuesday,2,20,1
2020-05-13,2020,5,13,May,Wednesday,2,20,1
2020-05-14,2020,5,14,May,Thursday,2,20,0
2020-05-15,2020,5,15,May,Friday,2,20,0
2020-05-16,2020,5,16,May,Saturday,2,20,0
2020-05-17,2020,5,17,May,Sunday,2,20,0
2020-05-18,2020,5,18,May,Monday,2,21,0
2020-05-19,2020,5,19,May,Tuesday,2,21,0
2020-05-20,2020,5,20,May,Wednesday,2,21,0
2020-05-21,2020,5,21,May,Thursday,2,21,0
2020-05-22,2020,5,22,May,Friday,2,21,0
2020-05-23,2020,5,23,May,Saturday,2,21,0
2020-05-24,2020,5,24,May,Sunday,2,21,0
2020-05-25,2020,5,25,May,Monday,2,22,0
2020-05-26,2020,5,26,May,Tuesday,2,22,0
2020-05-27,2020,5,27,May,Wednesday,2,22,0
2020-05-28,2020,5,28,May,Thursday,2,22,0
2020-05-29,2020,5,29,May,Friday,2,22,0
2020-05-30,2020,5,30,May,Saturday,2,22,0
2020-05-31,2020,5,31,May,Sunday,2,22,0
2020-06-01,2020,6,1,June,Monday,2,23,0
2020-06-02,2020,6,2,June,Tuesday,2,23,0
2020-06-03,2020,6,3,June,Wednesday,2,23,0
2020-06-04,2020,6,4,June,Thursday,2,23,0
2020-06-05,2020,6,5,June,Friday,2,23,0
2020-06-06,2020,6,6,June,Saturday,2,23,0
2020-06-07,2020,6,7,June,Sunday,2,23,0
2020-06-08,2020,6,8,June,Monday,2,24,0
2020-06-09,2020,6,9,June,Tuesday,2,24,0
2020-06-10,2020,6,10,June,Wednesday,2,24,0
2020-06-11,2020,6,11,June,Thursday,2,24,0
2020-06-12,2020,6,12,June,Friday,2,24,0
2020-06-13,2020,6,13,June,Saturday,2,24,0
2020-06-14,2020,6,14,June,Sunday,2,24,0
2020-06-15,2020,6,15,June,Monday,2,25,0
2020-06-16,2020,6,16,June,Tuesday,2,25,0
2020-06-17,2020,6,17,June,Wednesday,2,25,0
2020-06-18,2020,6,18,June,Thursday,2,25,0
2020-06-19,2020,6,19,June,Friday,2,25,0
2020-06-20,2020,6,20,June,Saturday,2,25,0
2020-06-21,2020,6,21,June,Sunday,2,25,0
2020-06-22,2020,6,22,June,Monday,2,26,0
2020-06-23,2020,6,23,June,Tuesday,2,26,0
2020-06-24,2020,6,24,June,Wednesday,2,26,0
2020-06-25,2020,6,25,June,Thursday,2,26,0
2020-06-26,2020,6,26,June,Friday,2,26,0
2020-06-27,2020,6,27,June,Saturday,2,26,0
2020-06-28,2020,6,28,June,Sunday,2,26,0
2020-06-29,2020,6,29,June,Monday,2,27,0
2020-06-30,2020,6,30,June,Tuesday,2,27,0
2020-07-01,2020,7,1,July,Wednesday,3,27,0
2020-07-02,2020,7,2,July,Thursday,3,27,0
2020-07-03,2020,7,3,July,Friday,3,27,0
2020-07-04,2020,7,4,July,Saturday,3,27,0
2020-07-05,2020,7,5,July,Sunday,3,27,0
2020-07-06,2020,7,6,July,Monday,3,28,0
2020-07-07,2020,7,7,July,Tuesday,3,28,0
2020-07-08,2020,7,8,July,Wednesday,3,28,0
2020-07-09,2020,7,9,July,Thursday,3,28,0
2020-07-10,2020,7,10,July,Friday,3,28,0
2020-07-11,2020,7,11,July,Saturday,3,28,0
2020-07-12,2020,7,12,July,Sunday,3,28,0
2020-07-13,2020,7,13,July,Monday,3,29,0
2020-07-14,2020,7,14,July,Tuesday,3,29,0
2020-07-15,2020,7,15,July,Wednesday,3,29,0
2020-07-16,2020,7,16,July,Thursday,3,29,0
2020-07-17,2020,7,17,July,Friday,3,29,0
2020-07-18,2020,7,18,July,Saturday,3,29,0
2020-07-19,2020,7,19,July,Sunday,3,29,0
2020-07-20,2020,7,20,July,Monday,3,30,0
2020-07-21,2020,7,21,July,Tuesday,3,30,0
2020-07-22,2020,7,22,July,Wednesday,3,30,0
2020-07-23,2020,7,23,July,Thursday,3,30,0
2020-07-24,2020,7,24,July,Friday,3,30,0
2020-07-25,2020,7,25,July,Saturday,3,30,0
2020-07-26,2020,7,26,July,Sunday,3,30,0
2020-07-27,2020,7,27,July,Monday,3,31,0
2020-07-28,2020,7,28,July,Tuesday,3,31,0
2020-07-29,2020,7,29,July,Wednesday,3,31,0
2020-07-30,2020,7,30,July,Thursday,3,31,0
2020-07-31,2020,7,31,July,Friday,3,31,0
2020-08-01,2020,8,1,August,Saturday,3,31,0
2020-08-02,2020,8,2,August,Sunday,3,31,0
2020-08-03,2020,8,3,August,Monday,3,32,0
2020-08-04,2020,8,4,August,Tuesday,3,32,0
2020-08-05,2020,8,5,August,Wednesday,3,32,0
2020-08-06,2020,8,6,August,Thursday,3,32,0
2020-08-07,2020,8,7,August,Friday,3,32,0
2020-08-08,2020,8,8,August,Saturday,3,32,0
2020-08-09,2020,8,9,August,Sunday,3,32,0
2020-08-10,2020,8,10,August,Monday,3,33,0
2020-08-11,2020,8,11,August,Tuesday,3,33,0
2020-08-12,2020,8,12,August,Wednesday,3,33,0
2020-08-13,2020,8,13,August,Thursday,3,33,0
2020-08-14,2020,8,14,August,Friday,3,33,0
2020-08-15,2020,8,15,August,Saturday,3,33,0
2020-08-16,2020,8,16,August,Sunday,3,33,0
2020-08-17,2020,8,17,August,Monday,3,34,0
2020-08-18,2020,8,18,August,Tuesday,3,34,0
2020-08-19,2020,8,19,August,Wednesday,3,34,0
2020-08-20,2020,8,20,August,Thursday,3,34,0
2020-08-21,2020,8,21,August,Friday,3,34,0
2020-08-22,2020,8,22,August,Saturday,3,34,0
2020-08-23,2020,8,23,August,Sunday,3,34,0
2020-08-24,2020,8,24,August,Monday,3,35,0
2020-08-25,2020,8,25,August,Tuesday,3,35,0
2020-08-26,2020,8,26,August,Wednesday,3,35,0
2020-08-27,2020,8,27,August,Thursday,3,35,0
2020-08-28,2020,8,28,August,Friday,3,35,0
2020-08-29,2020,8,29,August,Saturday,3,35,0
2020-08-30,2020,8,30,August,Sunday,3,35,0
2020-08-31,2020,8,31,August,Monday,3,36,0
2020-09-01,2020,9,1,September,Tuesday,3,36,0
2020-09-02,2020,9,2,September,Wednesday,3,36,0
2020-09-03,2020,9,3,September,Thursday,3,36,0
2020-09-04,2020,9,4,September,Friday,3,36,0
2020-09-05,2020,9,5,September,Saturday,3,36,0
2020-09-06,2020,9,6,September,Sunday,3,36,0
2020-09-07,2020,9,7,September,Monday,3,37,0
2020-09-08,2020,9,8,September,Tuesday,3,37,0
2020-09-09,2020,9,9,September,Wednesday,3,37,0
2020-09-10,2020,9,10,September,Thursday,3,37,0
2020-09-11,2020,9,11,September,Friday,3,37,0
2020-09-12,2020,9,12,September,Saturday,3,37,0
2020-09-13,2020,9,13,September,Sunday,3,37,0
2020-09-14,2020,9,14,September,Monday,3,38,0
2020-09-15,2020,9,15,September,Tuesday,3,38,0
2020-09-16,2020,9,16,September,Wednesday,3,38,0
2020-09-17,2020,9,17,September,Thursday,3,38,0
2020-09-18,2020,9,18,September,Friday,3,38,0
2020-09-19,2020,9,19,September,Saturday,3,38,0
2020-09-20,2020,9,20,September,Sunday,3,38,0
2020-09-21,2020,9,21,September,Monday,3,39,0
2020-09-22,2020,9,22,September,Tuesday,3,39,0
2020-09-23,2020,9,23,September,Wednesday,3,39,0
2020-09-24,2020,9,24,September,Thursday,3,39,0
2020-09-25,2020,9,25,September,Friday,3,39,0
2020-09-26,2020,9,26,September,Saturday,3,39,0
2020-09-27,2020,9,27,September,Sunday,3,39,0
2020-09-28,2020,9,28,September,Monday,3,40,0
2020-09-29,2020,9,29,September,Tuesday,3,40,0
2020-09-30,2020,9,30,September,Wednesday,3,40,0
2020-10-01,2020,10,1,October,Thursday,4,40,0
2020-10-02,2020,10,2,October,Friday,4,40,0
2020-10-03,2020,10,3,October,Saturday,4,40,0
2020-10-04,2020,10,4,October,Sunday,4,40,0
2020-10-05,2020,10,5,October,Monday,4,41,0
2020-10-06,2020,10,6,October,Tuesday,4,41,0
2020-10-07,2020,10,7,October,Wednesday,4,41,0
2020-10-08,2020,10,8,October,Thursday,4,41,0
2020-10-09,2020,10,9,October,Friday,4,41,0
2020-10-10,2020,10,10,October,Saturday,4,41,0
2020-10-11,2020,10,11,October,Sunday,4,41,0
2020-10-12,2020,10,12,October,Monday,4,42,0
2020-10-13,2020,10,13,October,Tuesday,4,42,0
2020-10-14,2020,10,14,October,Wednesday,4,42,0
2020-10-15,2020,10,15,October,Thursday,4,42,0
2020-10-16,2020,10,16,October,Friday,4,42,0
2020-10-17,2020,10,17,October,Saturday,4,42,0
2020-10-18,2020,10,18,October,Sunday,4,42,0
2020-10-19,2020,10,19,October,Monday,4,43,0
2020-10-20,2020,10,20,October,Tuesday,4,43,0
2020-10-21,2020,10,21,October,Wednesday,4,43,0
2020-10-22,2020,10,22,October,Thursday,4,43,0
2020-10-23,2020,10,23,October,Friday,4,43,0
2020-10-24,2020,10,24,October,Saturday,4,43,0
2020-10-25,2020,10,25,October,Sunday,4,43,0
2020-10-26,2020,10,26,October,Monday,4,44,0
2020-10-27,2020,10,27,October,Tuesday,4,44,0
